position,player,team,age,prob,last_finish,depth_rank,gates_scored_on,gates_cleared,gates_total,leaper_markers,leaper_total,tier,base_rate,missing
QB,Josh Allen,BUF,30.3,0.602,1,1.0,2025,2,2,,4,B - strong,0.216,-
QB,Joe Burrow,CIN,29.7,0.481,29,1.0,2025,1,2,2.0,4,B - strong,0.216,Dropbacks
QB,Jayden Daniels,WAS,25.7,0.326,34,1.0,2024,2,2,4.0,4,C - leaper watch,0.216,-
QB,Drake Maye,NE,24.0,0.403,2,1.0,2025,2,2,,4,D - fringe,0.216,-
QB,Patrick Mahomes,KC,31.0,0.39,11,1.0,2025,2,2,,4,D - fringe,0.216,-
QB,Jaxson Dart,NYG,23.3,0.385,13,1.0,2025,0,2,2.0,4,D - fringe,0.216,EPA per dropback; Dropbacks
QB,Bo Nix,DEN,26.5,0.377,7,1.0,2025,2,2,,4,D - fringe,0.216,-
QB,Baker Mayfield,TB,31.4,0.336,12,1.0,2025,1,2,,4,D - fringe,0.216,EPA per dropback
QB,Caleb Williams,CHI,24.8,0.287,5,1.0,2025,2,2,,4,D - fringe,0.216,-
QB,Trevor Lawrence,JAX,26.9,0.274,4,1.0,2025,2,2,,4,E - profile does not support it,0.216,-
QB,Kyler Murray,ARI,29.1,0.257,38,1.0,2024,2,2,4.0,4,E - profile does not support it,0.216,-
QB,Tyler Shough,NO,26.9,0.254,26,1.0,2025,0,2,1.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Dak Prescott,DAL,33.1,0.25,6,1.0,2025,2,2,,4,E - profile does not support it,0.216,-
QB,Lamar Jackson,BAL,29.6,0.241,20,1.0,2025,0,2,3.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Brock Purdy,SF,26.7,0.234,23,1.0,2025,1,2,3.0,4,E - profile does not support it,0.216,Dropbacks
QB,Jordan Love,GB,27.8,0.222,15,1.0,2025,1,2,2.0,4,E - profile does not support it,0.216,Dropbacks
QB,Justin Herbert,LAC,28.5,0.21,10,1.0,2025,1,2,,4,E - profile does not support it,0.216,EPA per dropback
QB,Jared Goff,DET,31.9,0.203,9,1.0,2025,2,2,,4,E - profile does not support it,0.216,-
QB,Jalen Hurts,PHI,28.1,0.199,8,1.0,2025,1,2,,4,E - profile does not support it,0.216,Dropbacks
QB,Sam Darnold,SEA,29.2,0.181,14,1.0,2025,2,2,2.0,4,E - profile does not support it,0.216,-
QB,C.J. Stroud,HOU,24.9,0.149,21,1.0,2025,1,2,2.0,4,E - profile does not support it,0.216,Dropbacks
QB,Bryce Young,CAR,25.1,0.112,19,1.0,2025,1,2,1.0,4,E - profile does not support it,0.216,EPA per dropback
QB,Matthew Stafford,LA,38.6,0.108,3,1.0,2025,2,2,,4,E - profile does not support it,0.216,-
QB,Cam Ward,TEN,24.3,0.1,22,1.0,2025,1,2,1.0,4,E - profile does not support it,0.216,EPA per dropback
QB,Daniel Jones,IND,29.3,0.095,18,1.0,2025,1,2,2.0,4,E - profile does not support it,0.216,Dropbacks
QB,Aaron Rodgers,PIT,42.7,0.093,17,1.0,2025,1,2,2.0,4,E - profile does not support it,0.216,EPA per dropback
QB,Tua Tagovailoa,MIA,28.5,0.066,25,1.0,2025,0,2,1.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Geno Smith,LV,35.9,0.053,24,1.0,2025,1,2,1.0,4,E - profile does not support it,0.216,EPA per dropback
QB,Jacoby Brissett,ARI,33.7,0.043,16,1.0,2025,1,2,2.0,4,E - profile does not support it,0.216,EPA per dropback
QB,Kirk Cousins,ATL,38.0,0.037,35,1.0,2025,0,2,0.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Marcus Mariota,WAS,32.8,0.016,31,2.0,2025,0,2,1.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Jameis Winston,CLE,32.7,0.013,29,2.0,2024,0,2,0.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,J.J. McCarthy,MIN,23.6,0.013,32,2.0,2025,0,2,1.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Will Levis,TEN,27.2,0.012,30,3.0,2024,0,2,1.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Derek Carr,NO,35.4,0.011,26,,2024,1,2,2.0,4,E - profile does not support it,0.216,Dropbacks
QB,Shedeur Sanders,CLE,24.6,0.01,37,2.0,2025,0,2,0.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Spencer Rattler,NO,25.9,0.009,36,2.0,2025,0,2,0.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Anthony Richardson,IND,24.3,0.008,25,3.0,2024,0,2,1.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Aidan O'Connell,LV,28.0,0.007,38,3.0,2024,0,2,0.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Russell Wilson,NYG,37.8,0.006,44,,2024,0,2,2.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Justin Fields,NYJ,27.5,0.006,28,2.0,2025,0,2,2.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Joe Flacco,CIN,41.6,0.005,27,2.0,2025,0,2,0.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Mac Jones,SF,28.0,0.004,30,2.0,2025,1,2,1.0,4,E - profile does not support it,0.216,Dropbacks
QB,Michael Penix Jr.,ATL,26.3,0.004,33,2.0,2025,0,2,0.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Mason Rudolph,PIT,31.1,0.002,54,2.0,2024,0,2,0.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Cooper Rush,BAL,32.8,0.001,69,3.0,2024,0,2,0.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
QB,Gardner Minshew,KC,30.3,0.001,79,2.0,2024,0,2,0.0,4,E - profile does not support it,0.216,EPA per dropback; Dropbacks
RB,Christian McCaffrey,SF,30.2,0.707,1,1.0,2025,4,4,,5,A - target,0.0989,-
RB,Bijan Robinson,ATL,24.6,0.694,2,1.0,2025,4,4,,5,A - target,0.0989,-
RB,Jahmyr Gibbs,DET,24.5,0.676,3,1.0,2025,4,4,,5,A - target,0.0989,-
RB,Jonathan Taylor,IND,27.6,0.671,4,1.0,2025,4,4,,5,A - target,0.0989,-
RB,De'Von Achane,MIA,24.9,0.416,5,1.0,2025,4,4,,5,A - target,0.0989,-
RB,Saquon Barkley,PHI,29.6,0.329,14,1.0,2025,4,4,5.0,5,A - target,0.0989,-
RB,Kyren Williams,LA,26.0,0.32,9,1.0,2025,4,4,,5,A - target,0.0989,-
RB,Josh Jacobs,GB,28.6,0.307,13,1.0,2025,4,4,5.0,5,A - target,0.0989,-
RB,James Cook,BUF,26.9,0.267,6,1.0,2025,4,4,,5,B - strong,0.0989,-
RB,Omarion Hampton,LAC,23.5,0.207,35,1.0,2025,3,4,4.0,5,B - strong,0.0989,Red-zone carry share
RB,Bucky Irving,TB,24.0,0.183,34,1.0,2025,3,4,4.0,5,C - leaper watch,0.0989,Red-zone carry share
RB,TreVeyon Henderson,NE,23.9,0.172,21,2.0,2025,1,4,1.0,5,D - fringe,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Cam Skattebo,NYG,24.6,0.166,37,1.0,2025,1,4,3.0,5,D - fringe,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Ashton Jeanty,LV,22.7,0.156,11,1.0,2025,4,4,,5,D - fringe,0.0989,-
RB,Kenneth Walker III,SEA,25.9,0.123,22,1.0,2025,0,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,D'Andre Swift,CHI,27.6,0.117,15,1.0,2025,2,4,4.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Red-zone carry share
RB,Javonte Williams,DAL,26.4,0.093,12,1.0,2025,4,4,,5,E - profile does not support it,0.0989,-
RB,J.K. Dobbins,DEN,27.7,0.085,43,1.0,2025,0,4,2.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Travis Etienne,JAX,27.6,0.085,10,1.0,2025,4,4,,5,E - profile does not support it,0.0989,-
RB,Derrick Henry,BAL,32.7,0.082,8,1.0,2025,1,4,,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Target share
RB,RJ Harvey,DEN,25.6,0.076,20,2.0,2025,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Breece Hall,NYJ,25.3,0.071,19,1.0,2025,3,4,4.0,5,E - profile does not support it,0.0989,Red-zone carry share
RB,Chase Brown,CIN,26.4,0.071,7,1.0,2025,4,4,,5,E - profile does not support it,0.0989,-
RB,Rhamondre Stevenson,NE,28.5,0.068,25,1.0,2025,2,4,2.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Red-zone carry share
RB,Quinshon Judkins,CLE,22.8,0.067,26,1.0,2025,3,4,4.0,5,E - profile does not support it,0.0989,Snap share
RB,Carson Steele,KC,23.9,0.063,97,5.0,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Tyrone Tracy Jr.,NYG,26.8,0.06,28,2.0,2025,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Rico Dowdle,CAR,28.2,0.058,18,2.0,2025,2,4,4.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share
RB,Audric Estimé,NO,23.0,0.055,71,5.0,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Woody Marks,HOU,25.7,0.052,31,2.0,2025,0,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Isiah Pacheco,KC,27.5,0.051,56,2.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Trey Benson,ARI,24.1,0.048,77,4.0,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Kenny Gainwell,PIT,27.5,0.042,16,2.0,2025,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Jaylen Warren,PIT,27.8,0.038,17,1.0,2025,2,4,4.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share
RB,Kyle Monangai,CHI,24.2,0.037,29,2.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Devin Neal,NO,23.1,0.031,64,4.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Joe Mixon,HOU,30.1,0.028,17,,2024,4,4,5.0,5,E - profile does not support it,0.0989,-
RB,Trey Sermon,IND,27.6,0.028,67,6.0,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Zach Charbonnet,SEA,25.6,0.028,24,1.0,2025,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Target share
RB,Najee Harris,PIT,28.5,0.026,20,4.0,2024,3,4,4.0,5,E - profile does not support it,0.0989,Snap share
RB,David Montgomery,DET,29.2,0.026,27,1.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Kimani Vidal,LAC,25.0,0.026,42,3.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Brashard Smith,KC,23.4,0.026,62,4.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Tony Pollard,TEN,29.3,0.024,23,1.0,2025,1,4,4.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Red-zone carry share; Target share
RB,Emanuel Wilson,GB,27.3,0.022,49,4.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Jaylen Wright,MIA,23.4,0.022,70,2.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Chuba Hubbard,CAR,27.2,0.021,38,1.0,2025,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Blake Corum,LA,25.8,0.02,40,2.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Alvin Kamara,NO,31.1,0.019,46,2.0,2025,2,4,3.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Red-zone carry share
RB,Michael Carter,ARI,27.3,0.018,48,4.0,2025,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Kareem Hunt,KC,31.1,0.017,30,,2025,0,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Dylan Sampson,CLE,22.0,0.017,55,2.0,2025,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Ezekiel Elliott,DAL,31.1,0.016,63,,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Gus Edwards,LAC,31.4,0.016,58,,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Brian Robinson,SF,27.4,0.015,63,2.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Bam Knight,ARI,25.4,0.014,50,5.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Jacory Croskey-Merritt,WAS,25.4,0.014,33,1.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Rachaad White,TB,27.6,0.013,32,2.0,2025,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Tyjae Spears,TEN,25.2,0.013,44,2.0,2025,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Nick Chubb,HOU,30.7,0.012,54,,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Aaron Jones,MIN,31.7,0.011,41,1.0,2025,1,4,2.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Bhayshul Tuten,JAX,24.5,0.011,53,1.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Antonio Gibson,NE,28.2,0.01,91,,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Malik Davis,DAL,27.8,0.01,73,4.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Ollie Gordon II,MIA,22.6,0.01,68,3.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Alexander Mattison,LV,28.2,0.009,32,,2024,1,4,2.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Tyler Allgeier,ATL,26.4,0.009,39,2.0,2025,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Target share
RB,James Conner,ARI,31.3,0.008,11,3.0,2024,4,4,,5,E - profile does not support it,0.0989,-
RB,Zack Moss,CIN,28.7,0.008,52,,2024,2,4,2.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Red-zone carry share
RB,Ty Chandler,MIN,28.3,0.008,91,7.0,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Miles Sanders,DAL,29.3,0.008,86,,2024,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Tank Bigsby,PHI,24.0,0.008,69,2.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Jaleel McLaughlin,DEN,26.0,0.008,82,5.0,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Jamaal Williams,NO,31.4,0.007,76,,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Jordan Mason,MIN,27.3,0.007,36,2.0,2025,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Target share
RB,Keaton Mitchell,BAL,24.6,0.007,67,2.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Ray Davis,BUF,26.8,0.007,61,2.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Devin Singletary,NYG,29.0,0.006,45,3.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Austin Ekeler,WAS,31.3,0.005,34,,2024,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,D'Onta Foreman,CLE,30.4,0.005,83,,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Chris Rodriguez Jr.,WAS,26.9,0.005,51,2.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Braelon Allen,NYJ,22.6,0.005,100,2.0,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Ty Johnson,BUF,29.0,0.004,47,3.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Sean Tucker,TB,24.9,0.004,52,3.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Justice Hill,BAL,28.8,0.003,60,2.0,2024,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Jerome Ford,CLE,27.0,0.003,72,7.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Zamir White,LV,27.0,0.003,110,6.0,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Isaiah Davis,NYJ,24.5,0.003,59,3.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Jeremy McNichols,WAS,30.7,0.002,58,4.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Emari Demercado,ARI,27.6,0.002,65,2.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Isaac Guerendo,SF,26.2,0.002,143,4.0,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Ameer Abdullah,IND,33.2,0.001,75,4.0,2024,1,4,1.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share
RB,Samaje Perine,CIN,31.0,0.001,57,2.0,2025,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Cam Akers,MIN,27.2,0.001,117,,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Roschon Johnson,CHI,25.6,0.001,133,3.0,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
RB,Raheem Mostert,LV,34.4,0.0,84,,2024,0,4,0.0,5,E - profile does not support it,0.0989,Weighted opportunities per game; Snap share; Red-zone carry share; Target share
TE,Trey McBride,ARI,26.8,0.87,1,1.0,2025,4,4,,5,A - target,0.1297,-
TE,Brock Bowers,LV,23.7,0.642,11,1.0,2025,4,4,,5,A - target,0.1297,-
TE,Tyler Warren,IND,24.3,0.47,4,1.0,2025,4,4,,5,A - target,0.1297,-
TE,Hunter Henry,NE,31.7,0.457,9,1.0,2025,4,4,,5,A - target,0.1297,-
TE,Kyle Pitts,ATL,25.9,0.45,2,1.0,2025,4,4,,5,A - target,0.1297,-
TE,Jake Ferguson,DAL,27.6,0.439,5,1.0,2025,1,4,,5,A - target,0.1297,"WOPR (weighted opportunity); Yards per route (est., shrunk); Snap share"
TE,Dalton Schultz,HOU,30.1,0.382,10,1.0,2025,3,4,,5,B - strong,0.1297,Red-zone target share
TE,Travis Kelce,KC,36.9,0.378,3,1.0,2025,4,4,,5,B - strong,0.1297,-
TE,Dalton Kincaid,BUF,26.9,0.322,20,1.0,2025,1,4,1.0,5,B - strong,0.1297,WOPR (weighted opportunity); Red-zone target share; Snap share
TE,Colston Loveland,CHI,22.4,0.322,12,1.0,2025,2,4,,5,B - strong,0.1297,WOPR (weighted opportunity); Snap share
TE,Harold Fannin Jr.,CLE,22.1,0.318,6,1.0,2025,4,4,,5,B - strong,0.1297,-
TE,Dallas Goedert,PHI,31.7,0.268,7,1.0,2025,3,4,,5,B - strong,0.1297,"Yards per route (est., shrunk)"
