season,seat,points,place
2026,5,1676.457374184543,7
2026,6,1785.6965573896648,4
2026,7,1827.8063247924215,3
2026,8,1446.135133004615,10
2026,9,1752.374616320858,5
2026,10,1708.1659091356046,6
2026,1,1529.91774044372,8
2026,2,1489.2642766537947,9
2026,3,1552.913425366704,7
2026,4,1598.0731795188258,6
2026,5,1854.9872108011,3
2026,6,1944.4946811394498,2
2026,7,1424.963555102288,10
2026,8,1814.0759062810785,5
2026,9,2010.1500504711632,1
2026,10,1819.1020719984276,4
2026,1,1501.4817195231792,10
2026,2,1589.1353353518527,9
2026,3,1700.851284968714,6
2026,4,1707.8743410776478,5
2026,5,1717.0815442988492,4
2026,6,1732.1921858081027,3
2026,7,1670.8126200301926,8
2026,8,1691.9917060607595,7
2026,9,1779.8437617212398,2
2026,10,1845.577360846598,1
2026,1,1761.3780026761683,6
2026,2,2055.8977343333704,2
2026,3,2247.068464315058,1
2026,4,1868.7170489771547,3
2026,5,1655.000923623002,9
2026,6,1818.6949831143422,4
2026,7,1768.2477145750681,5
2026,8,1606.7591333561559,10
2026,9,1679.91441440508,8
2026,10,1684.4678507361305,7
2026,1,1558.4455727651018,8
2026,2,1520.837285946412,10
2026,3,1619.7132704085636,7
2026,4,1701.4074543168977,4
2026,5,1902.8933202024778,1
2026,6,1653.8495322655785,5
2026,7,1626.3415026617006,6
2026,8,1780.2004739850304,3
2026,9,1523.2283515810898,9
2026,10,1789.7169706584968,2
2026,1,1944.210725303327,2
2026,2,1904.0741988484099,4
2026,3,1461.4944328584097,9
2026,4,1771.4280569879284,5
2026,5,1692.7661732380527,6
2026,6,1904.6732020454197,3
2026,7,1484.4896593508038,8
2026,8,1627.3325159244964,7
2026,9,1387.3523561531715,10
2026,10,1981.4420308523117,1
2026,1,1613.7606647349653,8
2026,2,1785.753645875414,5
2026,3,1549.636188152621,10
2026,4,1833.537092958727,4
2026,5,1674.181132141848,7
2026,6,1589.8957497647916,9
2026,7,1698.5076816197375,6
2026,8,2006.06238633138,2
2026,9,1982.1447458409561,3
2026,10,2055.715456949521,1
2026,1,1886.926423092751,3
2026,2,1781.6113263607913,5
2026,3,2039.2911263430042,1
2026,4,1716.2521443722032,7
2026,5,1862.5326765630653,4
2026,6,1915.154160522011,2
2026,7,1290.4566118869907,10
2026,8,1675.474579264911,8
2026,9,1482.060828334113,9
2026,10,1736.6401318614983,6
2026,1,2055.979117640687,2
